
Start_ns, stop_ns,  spent_ns
621000456, 622244799, 1244343
622366971, 623490857, 1123886
623613485, 624698514, 1085029
624816456, 625925599, 1109143
626194742, 627318857, 1124115
627441142, 628545142, 1104000
628662514, 629766742, 1104228
629885142, 631134628, 1249486
631259085, 632399999, 1140914
632523314, 633624685, 1101371
633741714, 634849828, 1108114
634968685, 636217714, 1249029
636340114, 637460228, 1120114
637582857, 638694971, 1112114
638813714, 639916456, 1102742
640190057, 641307199, 1117142
641430628, 642535428, 1104800
642657828, 643734628, 1076800
643851999, 644960228, 1108229
645223657, 646359885, 1136228
646482628, 647597142, 1114514
647715885, 648819428, 1103543
648938399, 650186628, 1248229
650308799, 651433828, 1125029
651556685, 652666399, 1109714
652783999, 653884571, 1100572
654002742, 655267428, 1264686
655390628, 656514171, 1123543
656636799, 657726056, 1089257
657844114, 658940342, 1096228
659206057, 660338742, 1132685
660461485, 661571314, 1109829
661689599, 662791885, 1102286
662911771, 664160571, 1248800
664285028, 665407314, 1122286
665530057, 666631542, 1101485
666748685, 667855428, 1106743
667973828, 669212457, 1238629
669334628, 670451542, 1116914
670575085, 671673714, 1098629
671792571, 672901828, 1109257
673183085, 674313028, 1129943
674434971, 675556914, 1121943
675674742, 676765028, 1090286
676882514, 678001028, 1118514
678261485, 679384799, 1123314
679507314, 680621942, 1114628
680739999, 681831199, 1091200
681947656, 683169142, 1221486
683292914, 684453142, 1160228
684576228, 685691428, 1115200
685811314, 686911428, 1100114
687184342, 688316571, 1132229
688438399, 689558628, 1120229
689675885, 690771542, 1095657
690889256, 691996914, 1107658
692255428, 693384914, 1129486
693507542, 694629599, 1122057
694747199, 695851428, 1104229
695968914, 697206628, 1237714
697329028, 698462742, 1133714
698585828, 699678857, 1093029
699797371, 700902056, 1104685
701172457, 702295199, 1122742
702417485, 703529142, 1111657
703651657, 704512342, 860685
704632685, 707706056, 3073371
707827885, 708933714, 1105829
709201714, 710319885, 1118171
710441942, 711560571, 1118629
711678514, 712786056, 1107542
712905942, 714149257, 1243315
714272342, 715413828, 1141486
715536342, 716634285, 1097943
716751542, 717848685, 1097143
717967199, 719230857, 1263658
719354399, 720470742, 1116343
720593256, 721686971, 1093715
721805485, 722906285, 1100800
723173714, 724298057, 1124343
724421028, 725535771, 1114743
725658628, 726747085, 1088457
726864685, 727967656, 1102971
728225485, 729358514, 1133029
729481371, 730582857, 1101486
730699656, 731797028, 1097372
731914171, 733152914, 1238743
733277485, 734418742, 1141257
734540914, 735667085, 1126171
735786056, 736892914, 1106858
737012685, 738259085, 1246400
738381257, 739512799, 1131542
739636342, 740726971, 1090629
740846171, 741936456, 1090285
742205714, 743355771, 1150057
743478399, 744586514, 1108115
744705714, 745801485, 1095771
745920685, 747176342, 1255657
747300914, 748427542, 1126628
748552799, 749670399, 1117600
749790742, 750894171, 1103429
751015085, 752278514, 1263429
752402857, 753529142, 1126285
753654514, 754754742, 1100228
754873485, 755987428, 1113943
756250857, 757381599, 1130742
757505485, 758605028, 1099543
758724799, 759828799, 1104000
759947771, 761185599, 1237828
761310857, 762438971, 1128114
763247428, 764457714, 1210286
764582514, 765710628, 1128114
765827428, 766929142, 1101714
767201371, 768342971, 1141600
768465485, 769579199, 1113714
769698056, 770782856, 1084800
770899771, 772152342, 1252571
772281371, 773419771, 1138400
773542742, 774657942, 1115200
774776456, 775878514, 1102058
775997828, 777240114, 1242286
777362399, 778494742, 1132343
778617599, 779708685, 1091086
779825828, 780915428, 1089600
781180799, 782309828, 1129029
782432571, 783543885, 1111314
783662057, 784768342, 1106285
784887999, 785995199, 1107200
786259085, 787396914, 1137829
787525714, 788624342, 1098628
788741942, 789838285, 1096343
789955656, 791183885, 1228229
791306171, 792422057, 1115886
792544571, 793637028, 1092457
793754628, 794868114, 1113486
794987999, 796236571, 1248572
796359085, 797495085, 1136000
797617714, 798704571, 1086857
798821942, 799927085, 1105143
800194628, 801305828, 1111200
801427314, 802539542, 1112228
802661942, 803764799, 1102857
803882056, 804988799, 1106743
805252114, 806389371, 1137257
806513599, 807617828, 1104229
807735199, 808828914, 1093715
808948571, 810186285, 1237714
810309257, 811414857, 1105600
811537942, 812669942, 1132000
812788456, 813895428, 1106972
814159542, 815284114, 1124572
815406857, 816521371, 1114514
816643771, 817726399, 1082628
817843199, 818943885, 1100686
819206514, 820354857, 1148343
820477142, 821582514, 1105372
821699885, 822787999, 1088114
822904571, 824016685, 1112114
824271314, 825406399, 1135085
825529942, 826632799, 1102857
826750171, 827856456, 1106285
827974628, 829237028, 1262400
829359657, 830477257, 1117600
830600456, 831686399, 1085943
831804114, 832917599, 1113485
833192799, 834309942, 1117143
834431999, 835544114, 1112115
835662171, 836754285, 1092114
836872914, 837991314, 1118400
838247999, 839386399, 1138400
839509028, 840598514, 1089486
840715885, 841811771, 1095886
841928914, 843023085, 1094171
843277485, 844390628, 1113143
844513028, 845612799, 1099771
845729828, 846838742, 1108914
846958171, 848206171, 1248000
848329257, 849449714, 1120457
849572228, 850693371, 1121143
850811542, 851915542, 1104000
852189142, 853314971, 1125829
853437599, 854551314, 1113715
854670056, 855764799, 1094743
855881828, 856993142, 1111314
857253942, 858392457, 1138515
858514742, 859620914, 1106172
859738856, 860837028, 1098172
860955085, 862221028, 1265943
862343885, 863466742, 1122857
863589142, 864706628, 1117486
864825371, 865929371, 1104000
866198057, 867314399, 1116342
867438057, 868555999, 1117942
868675885, 869795999, 1120114
869915314, 871155314, 1240000
871279657, 872419999, 1140342
872541942, 873653942, 1112000
873770742, 874869828, 1099086
874989028, 876234057, 1245029
876356799, 877482057, 1125258
877605485, 878693256, 1087771
878810056, 879922628, 1112572
880195542, 881308114, 1112572
881430514, 882540457, 1109943
882658171, 883749485, 1091314
883866285, 884983314, 1117029
885247999, 886385714, 1137715
886509371, 887617714, 1108343
887734971, 888842399, 1107428
888960114, 890215085, 1254971
890337599, 891451085, 1113486
891574171, 892679314, 1105143
892798514, 893899656, 1101142
894170399, 895292571, 1122172
895414857, 896517371, 1102514
896639999, 897749142, 1109143
897868456, 898974171, 1105715
899235657, 900368228, 1132571
900491085, 901598171, 1107086
901715656, 902824685, 1109029
902944456, 904175314, 1230858
904298285, 905410628, 1112343
905533142, 906958628, 1425486
907232114, 908380342, 1148228
908503314, 909617828, 1114514
909736342, 910841828, 1105486
910959771, 912227999, 1268228
912351199, 913467428, 1116229
913589942, 914684914, 1094972
914802742, 915891542, 1088800
916155199, 917273599, 1118400
917395542, 918513828, 1118286
918638171, 919748342, 1110171
919869714, 920967428, 1097714
921230171, 922354628, 1124457
922478742, 923584571, 1105829
923703885, 924793485, 1089600
924912342, 926149485, 1237143
926276114, 927419428, 1143314
927543542, 928677599, 1134057
928798056, 929905599, 1107543
930178971, 931306971, 1128000
931430628, 932547199, 1116571
932666056, 933775885, 1109829
933896114, 935145828, 1249714
935271542, 936665599, 1394057
936796228, 937901714, 1105486
938709485, 939936456, 1226971
940208571, 941337942, 1129371
941460228, 942560571, 1100343
942678856, 943769828, 1090972
943887999, 945006056, 1118057
945267542, 946393828, 1126286
946515999, 947626628, 1110629
947743999, 948827314, 1083315
948945142, 950202057, 1256915
950325257, 951446971, 1121714
951570057, 952666971, 1096914
952784228, 953889599, 1105371
954008914, 955253028, 1244114
955375199, 956503999, 1128800
956627542, 957713942, 1086400
957831199, 958947199, 1116000
959208685, 960351314, 1142629
960473942, 961577599, 1103657
961696114, 962790514, 1094400
962907542, 964141714, 1234172
964265485, 965384114, 1118629
965506628, 966607428, 1100800
966725485, 967805599, 1080114
967922285, 969178857, 1256572
969302399, 970422742, 1120343
970546628, 971641942, 1095314
971759314, 972859314, 1100000
972977599, 974224914, 1247315
974347428, 975465942, 1118514
975588914, 976717942, 1129028
976835542, 977934171, 1098629
978200914, 979332457, 1131543
