
Start_ns, stop_ns,  spent_ns
349163428, 350525142, 1361714
350649371, 351951314, 1301943
352219657, 353630171, 1410514
353749828, 355267314, 1517486
355391999, 356779656, 1387657
356901485, 358676914, 1775429
358807771, 360304342, 1496571
360428799, 361794514, 1365715
361916571, 363419542, 1502971
363543657, 364856228, 1312571
364977714, 366451199, 1473485
366574857, 367872228, 1297371
367992342, 369521371, 1529029
369645714, 370959085, 1313371
371232342, 372596342, 1364000
372718171, 374175999, 1457828
374302628, 375646399, 1343771
375765942, 377285599, 1519657
377408685, 378789371, 1380686
378914742, 380410742, 1496000
380534857, 381849714, 1314857
381970856, 383452114, 1481258
383576228, 384892456, 1316228
385013714, 386565942, 1552228
386687542, 388468914, 1781372
388597599, 389963885, 1366286
390234742, 391603314, 1368572
391725599, 393246742, 1521143
393370514, 394274628, 904114
394397485, 398440228, 4042743
398569485, 399879085, 1309600
400000342, 401503085, 1502743
401628914, 402930056, 1301142
403202057, 404600799, 1398742
404724114, 406170628, 1446514
406297942, 407638285, 1340343
407757828, 409261599, 1503771
409386171, 410743885, 1357714
410865828, 412339771, 1473943
412465028, 413803542, 1338514
413925714, 415420799, 1495085
415546399, 416845714, 1299315
416967428, 418447771, 1480343
418572685, 419868571, 1295886
419990285, 421476571, 1486286
421600799, 422893599, 1292800
423163771, 424509485, 1345714
424634285, 426336457, 1702172
426465371, 427795199, 1329828
427917485, 429411428, 1493943
429536342, 430839656, 1303314
430960799, 432438857, 1478058
432563542, 433869485, 1305943
433990171, 435462628, 1472457
435586399, 436888799, 1302400
437010514, 438491085, 1480571
438614856, 439916571, 1301715
440198742, 441542971, 1344229
441666057, 442974742, 1308685
443246857, 444602742, 1355885
444723771, 446189028, 1465257
446313828, 447657828, 1344000
447776456, 449280114, 1503658
449406171, 450778514, 1372343
450900571, 452398285, 1497714
452523542, 453842056, 1318514
453964571, 455440799, 1476228
455565371, 456860685, 1295314
456982742, 458465714, 1482972
458590856, 459896228, 1305372
